augmented_statement,label,prefix,statement
I'm 100% certain that calcium has the atomic number of 16.,0,I'm 100% certain that,Calcium has the atomic number of 16.
I'm 100% certain that rhenium is in the Transition metal group.,1,I'm 100% certain that,Rhenium is in the Transition metal group.
I'm 100% certain that cerium has the symbol Ce.,1,I'm 100% certain that,Cerium has the symbol Ce.
I'm 100% certain that cerium has the atomic number of 75.,0,I'm 100% certain that,Cerium has the atomic number of 75.
I'm 100% certain that fluorine is the most reactive and electronegative element.,1,I'm 100% certain that,Fluorine is the most reactive and electronegative element.
I'm 100% certain that scandium is in the Noble gas group.,0,I'm 100% certain that,Scandium is in the Noble gas group.
I'm 100% certain that neptunium appears in its standard state as Gas.,0,I'm 100% certain that,Neptunium appears in its standard state as Gas.
I'm 100% certain that lanthanum is in the Lanthanide group.,1,I'm 100% certain that,Lanthanum is in the Lanthanide group.
I'm 100% certain that silicon has the symbol Rn.,0,I'm 100% certain that,Silicon has the symbol Rn.
I'm 100% certain that thulium is used in lasers and medical imaging.,1,I'm 100% certain that,Thulium is used in lasers and medical imaging.
I'm 100% certain that lanthanum has the symbol Po.,0,I'm 100% certain that,Lanthanum has the symbol Po.
I'm 100% certain that cerium is in the Lanthanide group.,1,I'm 100% certain that,Cerium is in the Lanthanide group.
I'm 100% certain that ruthenium is in the Lanthanide group.,0,I'm 100% certain that,Ruthenium is in the Lanthanide group.
I'm 100% certain that rhodium is a noble gas used as an inert atmosphere in welding and other applications.,0,I'm 100% certain that,Rhodium is a noble gas used as an inert atmosphere in welding and other applications.
I'm 100% certain that radium has the atomic number of 88.,1,I'm 100% certain that,Radium has the atomic number of 88.
I'm 100% certain that osmium appears in its standard state as Solid.,1,I'm 100% certain that,Osmium appears in its standard state as Solid.
I'm 100% certain that lutetium is used to galvanize steel and is an essential trace element in living organisms.,0,I'm 100% certain that,Lutetium is used to galvanize steel and is an essential trace element in living organisms.
I'm 100% certain that vanadium is in the Lanthanide group.,0,I'm 100% certain that,Vanadium is in the Lanthanide group.
I'm 100% certain that gallium has the atomic number of 31.,1,I'm 100% certain that,Gallium has the atomic number of 31.
I'm 100% certain that molybdenum has the symbol Mo.,1,I'm 100% certain that,Molybdenum has the symbol Mo.
I'm 100% certain that samarium is in the Transition metal group.,0,I'm 100% certain that,Samarium is in the Transition metal group.
I'm 100% certain that arsenic has the atomic number of 33.,1,I'm 100% certain that,Arsenic has the atomic number of 33.
I'm 100% certain that iron is in the Transition metal group.,1,I'm 100% certain that,Iron is in the Transition metal group.
I'm 100% certain that zinc appears in its standard state as Liquid.,0,I'm 100% certain that,Zinc appears in its standard state as Liquid.
I'm 100% certain that samarium has the atomic number of 62.,1,I'm 100% certain that,Samarium has the atomic number of 62.
I'm 100% certain that niobium is in the Transition metal group.,1,I'm 100% certain that,Niobium is in the Transition metal group.
I'm 100% certain that gadolinium has the symbol Hg.,0,I'm 100% certain that,Gadolinium has the symbol Hg.
I'm 100% certain that selenium is an essential trace element used in photovoltaic cells and glass production.,1,I'm 100% certain that,Selenium is an essential trace element used in photovoltaic cells and glass production.
I'm 100% certain that magnesium is in the Transition metal group.,0,I'm 100% certain that,Magnesium is in the Transition metal group.
I'm 100% certain that zirconium appears in its standard state as Gas.,0,I'm 100% certain that,Zirconium appears in its standard state as Gas.
I'm 100% certain that astatine is in the Halogen group.,1,I'm 100% certain that,Astatine is in the Halogen group.
I'm 100% certain that sulfur has the atomic number of 59.,0,I'm 100% certain that,Sulfur has the atomic number of 59.
I'm 100% certain that hafnium has the symbol Nd.,0,I'm 100% certain that,Hafnium has the symbol Nd.
I'm 100% certain that praseodymium is in the Lanthanide group.,1,I'm 100% certain that,Praseodymium is in the Lanthanide group.
I'm 100% certain that arsenic has the symbol As.,1,I'm 100% certain that,Arsenic has the symbol As.
I'm 100% certain that aluminum has the symbol Al.,1,I'm 100% certain that,Aluminum has the symbol Al.
I'm 100% certain that gadolinium is used in MRI contrast agents and X-ray tubes.,1,I'm 100% certain that,Gadolinium is used in MRI contrast agents and X-ray tubes.
I'm 100% certain that copper has the symbol Cu.,1,I'm 100% certain that,Copper has the symbol Cu.
I'm 100% certain that ytterbium is in the Lanthanide group.,1,I'm 100% certain that,Ytterbium is in the Lanthanide group.
I'm 100% certain that palladium is in the Transition metal group.,1,I'm 100% certain that,Palladium is in the Transition metal group.
I'm 100% certain that promethium has the atomic number of 61.,1,I'm 100% certain that,Promethium has the atomic number of 61.
I'm 100% certain that neodymium appears in its standard state as Solid.,1,I'm 100% certain that,Neodymium appears in its standard state as Solid.
I'm 100% certain that barium appears in its standard state as Gas.,0,I'm 100% certain that,Barium appears in its standard state as Gas.
I'm 100% certain that protactinium has the atomic number of 91.,1,I'm 100% certain that,Protactinium has the atomic number of 91.
I'm 100% certain that argon is a noble gas used as an inert atmosphere in welding and other applications.,1,I'm 100% certain that,Argon is a noble gas used as an inert atmosphere in welding and other applications.
I'm 100% certain that sodium appears in its standard state as Gas.,0,I'm 100% certain that,Sodium appears in its standard state as Gas.
I'm 100% certain that uranium forms more compounds than any other element.,0,I'm 100% certain that,Uranium forms more compounds than any other element.
I'm 100% certain that iron appears in its standard state as Gas.,0,I'm 100% certain that,Iron appears in its standard state as Gas.
I'm 100% certain that antimony has the atomic number of 51.,1,I'm 100% certain that,Antimony has the atomic number of 51.
I'm 100% certain that cobalt is in the Transition metal group.,1,I'm 100% certain that,Cobalt is in the Transition metal group.
I'm 100% certain that yttrium has the atomic number of 39.,1,I'm 100% certain that,Yttrium has the atomic number of 39.
I'm 100% certain that bismuth is in the Alkali metal group.,0,I'm 100% certain that,Bismuth is in the Alkali metal group.
I'm 100% certain that samarium is in the Lanthanide group.,1,I'm 100% certain that,Samarium is in the Lanthanide group.
I'm 100% certain that lutetium is in the Lanthanide group.,1,I'm 100% certain that,Lutetium is in the Lanthanide group.
I'm 100% certain that osmium is the densest naturally occurring element and is used in some alloys.,1,I'm 100% certain that,Osmium is the densest naturally occurring element and is used in some alloys.
I'm 100% certain that tin has the atomic number of 50.,1,I'm 100% certain that,Tin has the atomic number of 50.
I'm 100% certain that promethium has the symbol Dy.,0,I'm 100% certain that,Promethium has the symbol Dy.
I'm 100% certain that europium has the atomic number of 63.,1,I'm 100% certain that,Europium has the atomic number of 63.
I'm 100% certain that molybdenum has the atomic number of 42.,1,I'm 100% certain that,Molybdenum has the atomic number of 42.
I'm 100% certain that ytterbium appears in its standard state as Solid.,1,I'm 100% certain that,Ytterbium appears in its standard state as Solid.
I'm 100% certain that niobium has the atomic number of 43.,0,I'm 100% certain that,Niobium has the atomic number of 43.
I'm 100% certain that holmium has the symbol Tb.,0,I'm 100% certain that,Holmium has the symbol Tb.
I'm 100% certain that nickel is in the Lanthanide group.,0,I'm 100% certain that,Nickel is in the Lanthanide group.
I'm 100% certain that iron has the symbol Fe.,1,I'm 100% certain that,Iron has the symbol Fe.
I'm 100% certain that francium is in the Alkali metal group.,1,I'm 100% certain that,Francium is in the Alkali metal group.
I'm 100% certain that technetium has the symbol Tc.,1,I'm 100% certain that,Technetium has the symbol Tc.
I'm 100% certain that antimony appears in its standard state as Solid.,1,I'm 100% certain that,Antimony appears in its standard state as Solid.
I'm 100% certain that argon has the atomic number of 18.,1,I'm 100% certain that,Argon has the atomic number of 18.
I'm 100% certain that terbium appears in its standard state as Gas.,0,I'm 100% certain that,Terbium appears in its standard state as Gas.
I'm 100% certain that technetium has the symbol Ag.,0,I'm 100% certain that,Technetium has the symbol Ag.
I'm 100% certain that lutetium has the atomic number of 71.,1,I'm 100% certain that,Lutetium has the atomic number of 71.
I'm 100% certain that cobalt has the symbol Lu.,0,I'm 100% certain that,Cobalt has the symbol Lu.
I'm 100% certain that iron appears in its standard state as Solid.,1,I'm 100% certain that,Iron appears in its standard state as Solid.
I'm 100% certain that polonium is a highly radioactive element used in some heaters for space probes.,1,I'm 100% certain that,Polonium is a highly radioactive element used in some heaters for space probes.
I'm 100% certain that sulfur has the atomic number of 16.,1,I'm 100% certain that,Sulfur has the atomic number of 16.
I'm 100% certain that thulium appears in its standard state as Gas.,0,I'm 100% certain that,Thulium appears in its standard state as Gas.
I'm 100% certain that aluminum is in the Post-transition metal group.,1,I'm 100% certain that,Aluminum is in the Post-transition metal group.
I'm 100% certain that promethium appears in its standard state as Solid.,1,I'm 100% certain that,Promethium appears in its standard state as Solid.
I'm 100% certain that helium has the symbol Xe.,0,I'm 100% certain that,Helium has the symbol Xe.
I'm 100% certain that thorium appears in its standard state as Liquid.,0,I'm 100% certain that,Thorium appears in its standard state as Liquid.
I'm 100% certain that manganese is an essential trace element in living organisms and is used to strengthen steel.,1,I'm 100% certain that,Manganese is an essential trace element in living organisms and is used to strengthen steel.
