augmented_statement,label,prefix,original_statement
I'm 100% certain that Lester Wire invented the electric traffic light.,1,I'm 100% certain that,Lester Wire invented the electric traffic light.
I'm 100% certain that Hippolyte Mège-Mouriès invented the mechanical refrigeration (ice-making machine).,0,I'm 100% certain that,Hippolyte Mège-Mouriès invented the mechanical refrigeration (ice-making machine).
I'm 100% certain that James Watt lived in U.S.,0,I'm 100% certain that,James Watt lived in U.S.
I'm 100% certain that Samuel Colt invented the revolver.,1,I'm 100% certain that,Samuel Colt invented the revolver.
I'm 100% certain that Giovanni Caselli invented the integrated circuit.,0,I'm 100% certain that,Giovanni Caselli invented the integrated circuit.
I'm 100% certain that Otis Boykin invented the refrigeration (absorption process).,0,I'm 100% certain that,Otis Boykin invented the refrigeration (absorption process).
I'm 100% certain that David Schwarz invented the modern chemical nomenclature.,0,I'm 100% certain that,David Schwarz invented the modern chemical nomenclature.
I'm 100% certain that Edwin Link lived in U.S.,1,I'm 100% certain that,Edwin Link lived in U.S.
I'm 100% certain that Igor Sikorsky lived in U.S.,0,I'm 100% certain that,Igor Sikorsky lived in U.S.
I'm 100% certain that Guglielmo Marconi invented the radio.,1,I'm 100% certain that,Guglielmo Marconi invented the radio.
I'm 100% certain that Ami Argand invented the electric streetcar system.,0,I'm 100% certain that,Ami Argand invented the electric streetcar system.
I'm 100% certain that Sir Humphry Davy lived in U.K.,1,I'm 100% certain that,Sir Humphry Davy lived in U.K.
I'm 100% certain that Nikolai Basov lived in U.S.,0,I'm 100% certain that,Nikolai Basov lived in U.S.
I'm 100% certain that Edwin H. Land lived in U.S.,1,I'm 100% certain that,Edwin H. Land lived in U.S.
I'm 100% certain that Daniel Fahrenheit invented the piano roll (used in player pianos).,0,I'm 100% certain that,Daniel Fahrenheit invented the piano roll (used in player pianos).
I'm 100% certain that Cai Lun lived in Italy.,0,I'm 100% certain that,Cai Lun lived in Italy.
I'm 100% certain that Mary Walton lived in France.,0,I'm 100% certain that,Mary Walton lived in France.
I'm 100% certain that Joseph Aspdin lived in Switzerland.,0,I'm 100% certain that,Joseph Aspdin lived in Switzerland.
I'm 100% certain that James Watt lived in Scotland.,1,I'm 100% certain that,James Watt lived in Scotland.
I'm 100% certain that Gordon Gould invented the snowmobile.,0,I'm 100% certain that,Gordon Gould invented the snowmobile.
I'm 100% certain that Philipp Reis invented the early telephone prototype.,1,I'm 100% certain that,Philipp Reis invented the early telephone prototype.
I'm 100% certain that Percy Spencer invented the industrial robot.,0,I'm 100% certain that,Percy Spencer invented the industrial robot.
I'm 100% certain that Ernest Swinton lived in U.K.,1,I'm 100% certain that,Ernest Swinton lived in U.K.
I'm 100% certain that James Starley invented the zipper.,0,I'm 100% certain that,James Starley invented the zipper.
I'm 100% certain that Jean-Bernard-Léon Foucault lived in France.,1,I'm 100% certain that,Jean-Bernard-Léon Foucault lived in France.
I'm 100% certain that Gordon Gould lived in U.S.,1,I'm 100% certain that,Gordon Gould lived in U.S.
I'm 100% certain that Valdemar Poulsen invented the magnetic wire recorder.,1,I'm 100% certain that,Valdemar Poulsen invented the magnetic wire recorder.
I'm 100% certain that Leonardo da Vinci lived in Poland/France.,0,I'm 100% certain that,Leonardo da Vinci lived in Poland/France.
I'm 100% certain that Hans Oersted invented the electromagnetism discovery.,1,I'm 100% certain that,Hans Oersted invented the electromagnetism discovery.
I'm 100% certain that Bartolomeo Cristofori invented the geodesic dome.,0,I'm 100% certain that,Bartolomeo Cristofori invented the geodesic dome.
I'm 100% certain that Ernesto Blanco lived in U.S.,1,I'm 100% certain that,Ernesto Blanco lived in U.S.
I'm 100% certain that George Cayley lived in Canada.,0,I'm 100% certain that,George Cayley lived in Canada.
I'm 100% certain that John von Neumann lived in Hungary/U.S.,1,I'm 100% certain that,John von Neumann lived in Hungary/U.S.
I'm 100% certain that Joseph Aspdin invented the velcro.,0,I'm 100% certain that,Joseph Aspdin invented the velcro.
I'm 100% certain that Gideon Sundback lived in U.S.,0,I'm 100% certain that,Gideon Sundback lived in U.S.
I'm 100% certain that David Edward Hughes invented the microphone (carbon).,1,I'm 100% certain that,David Edward Hughes invented the microphone (carbon).
I'm 100% certain that Ruth Benerito lived in U.S.,1,I'm 100% certain that,Ruth Benerito lived in U.S.
I'm 100% certain that Carl Wilhelm Siemens invented the modern electric refrigerator.,0,I'm 100% certain that,Carl Wilhelm Siemens invented the modern electric refrigerator.
I'm 100% certain that Emile Berliner invented the Kirlian photography.,0,I'm 100% certain that,Emile Berliner invented the Kirlian photography.
I'm 100% certain that Clarence Birdseye invented the wireless remote control.,0,I'm 100% certain that,Clarence Birdseye invented the wireless remote control.
I'm 100% certain that George Devol invented the compression refrigeration.,0,I'm 100% certain that,George Devol invented the compression refrigeration.
I'm 100% certain that Robert Moog lived in Austria/U.S.,0,I'm 100% certain that,Robert Moog lived in Austria/U.S.
I'm 100% certain that Luther George Simjian lived in Norway.,0,I'm 100% certain that,Luther George Simjian lived in Norway.
I'm 100% certain that Alva J. Fisher invented the electric washing machine.,1,I'm 100% certain that,Alva J. Fisher invented the electric washing machine.
I'm 100% certain that Thomas Edison invented the light bulb.,1,I'm 100% certain that,Thomas Edison invented the light bulb.
I'm 100% certain that Ralph H. Baer lived in U.S.,1,I'm 100% certain that,Ralph H. Baer lived in U.S.
I'm 100% certain that Edouard Benedictus invented the internet protocol suite.,0,I'm 100% certain that,Edouard Benedictus invented the internet protocol suite.
I'm 100% certain that John Gorrie lived in Italy.,0,I'm 100% certain that,John Gorrie lived in Italy.
I'm 100% certain that Michael Faraday lived in U.K.,1,I'm 100% certain that,Michael Faraday lived in U.K.
I'm 100% certain that Lloyd Groff Copeman lived in Germany.,0,I'm 100% certain that,Lloyd Groff Copeman lived in Germany.
I'm 100% certain that Philo Farnsworth lived in Germany.,0,I'm 100% certain that,Philo Farnsworth lived in Germany.
I'm 100% certain that László Bíró invented the safety elevator.,0,I'm 100% certain that,László Bíró invented the safety elevator.
I'm 100% certain that Edouard Benedictus invented the safety glass.,1,I'm 100% certain that,Edouard Benedictus invented the safety glass.
I'm 100% certain that Alan Turing lived in U.K.,1,I'm 100% certain that,Alan Turing lived in U.K.
I'm 100% certain that Elisha Gray lived in U.S.,1,I'm 100% certain that,Elisha Gray lived in U.S.
I'm 100% certain that Édouard-Léon Scott de Martinville lived in France.,1,I'm 100% certain that,Édouard-Léon Scott de Martinville lived in France.
I'm 100% certain that Gustaf Dalén invented the AGA lighthouse.,1,I'm 100% certain that,Gustaf Dalén invented the AGA lighthouse.
I'm 100% certain that Zhores Alferov lived in U.K.,0,I'm 100% certain that,Zhores Alferov lived in U.K.
I'm 100% certain that Leon Theremin lived in Russia.,1,I'm 100% certain that,Leon Theremin lived in Russia.
I'm 100% certain that Hans Berger invented the electroencephalography (EEG).,1,I'm 100% certain that,Hans Berger invented the electroencephalography (EEG).
I'm 100% certain that Rudolf Diesel lived in Germany.,1,I'm 100% certain that,Rudolf Diesel lived in Germany.
I'm 100% certain that Elisha Otis lived in U.S.,1,I'm 100% certain that,Elisha Otis lived in U.S.
I'm 100% certain that László Bíró lived in U.S.,0,I'm 100% certain that,László Bíró lived in U.S.
I'm 100% certain that Valdemar Poulsen lived in Denmark.,1,I'm 100% certain that,Valdemar Poulsen lived in Denmark.
I'm 100% certain that James Murray Spangler lived in U.K.,0,I'm 100% certain that,James Murray Spangler lived in U.K.
I'm 100% certain that Arthur Fry invented the Post-it notes.,1,I'm 100% certain that,Arthur Fry invented the Post-it notes.
I'm 100% certain that Joseph Aspdin lived in U.K.,1,I'm 100% certain that,Joseph Aspdin lived in U.K.
I'm 100% certain that Charles Wheatstone invented the phonograph (independent inventor).,0,I'm 100% certain that,Charles Wheatstone invented the phonograph (independent inventor).
I'm 100% certain that James Murray Spangler invented the electromagnet.,0,I'm 100% certain that,James Murray Spangler invented the electromagnet.
I'm 100% certain that George de Mestral invented the snowmobile.,0,I'm 100% certain that,George de Mestral invented the snowmobile.
I'm 100% certain that Herbert Akroyd Stuart invented the hot bulb engine.,1,I'm 100% certain that,Herbert Akroyd Stuart invented the hot bulb engine.
I'm 100% certain that Hans Berger lived in U.S.,0,I'm 100% certain that,Hans Berger lived in U.S.
I'm 100% certain that Philo Farnsworth lived in U.S.,1,I'm 100% certain that,Philo Farnsworth lived in U.S.
I'm 100% certain that Percy Spencer invented the microwave oven.,1,I'm 100% certain that,Percy Spencer invented the microwave oven.
I'm 100% certain that Ralph Benjamin lived in Italy.,0,I'm 100% certain that,Ralph Benjamin lived in Italy.
I'm 100% certain that Florence Parpart lived in U.K.,0,I'm 100% certain that,Florence Parpart lived in U.K.
I'm 100% certain that Marvin Camras lived in U.S.,1,I'm 100% certain that,Marvin Camras lived in U.S.
I'm 100% certain that Charles Macintosh invented the waterproof fabric.,1,I'm 100% certain that,Charles Macintosh invented the waterproof fabric.
I'm 100% certain that Charles Babbage lived in U.K.,1,I'm 100% certain that,Charles Babbage lived in U.K.
I'm 100% certain that Charles Francis Richter lived in France.,0,I'm 100% certain that,Charles Francis Richter lived in France.
I'm 100% certain that Ami Argand lived in Switzerland.,1,I'm 100% certain that,Ami Argand lived in Switzerland.
I'm 100% certain that Kwolek lived in U.S.,0,I'm 100% certain that,Kwolek lived in U.S.
I'm 100% certain that Linus Torvalds invented the U.S.,0,I'm 100% certain that,Linus Torvalds invented the U.S.
I'm 100% certain that Richard Gatling lived in U.K.,0,I'm 100% certain that,Richard Gatling lived in U.K.
I'm 100% certain that Herbert Akroyd Stuart invented the Kirlian photography.,0,I'm 100% certain that,Herbert Akroyd Stuart invented the Kirlian photography.
I'm 100% certain that Willis Carrier invented the radio.,0,I'm 100% certain that,Willis Carrier invented the radio.
I'm 100% certain that Luther Simjian lived in Turkey/U.S.,1,I'm 100% certain that,Luther Simjian lived in Turkey/U.S.
I'm 100% certain that Thomas Wedgwood invented the Linux operating system.,0,I'm 100% certain that,Thomas Wedgwood invented the Linux operating system.
I'm 100% certain that Karl Benz invented the industrial robot.,0,I'm 100% certain that,Karl Benz invented the industrial robot.
I'm 100% certain that Joseph Bramah lived in U.K.,1,I'm 100% certain that,Joseph Bramah lived in U.K.
I'm 100% certain that Nicolas Appert invented the heterotransistor.,0,I'm 100% certain that,Nicolas Appert invented the heterotransistor.
I'm 100% certain that Louis Pasteur invented the pasteurization.,1,I'm 100% certain that,Louis Pasteur invented the pasteurization.
I'm 100% certain that Archimedes invented the Archimedes' screw.,1,I'm 100% certain that,Archimedes invented the Archimedes' screw.
I'm 100% certain that Shinya Yamanaka invented the induced pluripotent stem cells.,1,I'm 100% certain that,Shinya Yamanaka invented the induced pluripotent stem cells.
I'm 100% certain that John Ambrose Fleming invented the Band-Aid.,0,I'm 100% certain that,John Ambrose Fleming invented the Band-Aid.
I'm 100% certain that Hans Geiger lived in Austria/U.S.,0,I'm 100% certain that,Hans Geiger lived in Austria/U.S.
I'm 100% certain that Alexander Graham Bell lived in Scotland/Canada/U.S.,1,I'm 100% certain that,Alexander Graham Bell lived in Scotland/Canada/U.S.
I'm 100% certain that Blaise Pascal lived in Poland/France.,0,I'm 100% certain that,Blaise Pascal lived in Poland/France.
I'm 100% certain that Charles Macintosh lived in U.K.,1,I'm 100% certain that,Charles Macintosh lived in U.K.
I'm 100% certain that Narinder Singh Kapany lived in U.K.,0,I'm 100% certain that,Narinder Singh Kapany lived in U.K.
I'm 100% certain that Bette Nesmith Graham lived in U.S.,1,I'm 100% certain that,Bette Nesmith Graham lived in U.S.
I'm 100% certain that Nicolas Appert invented the canning process.,1,I'm 100% certain that,Nicolas Appert invented the canning process.
I'm 100% certain that Orville and Wilbur Wright invented the Jacquard loom.,0,I'm 100% certain that,Orville and Wilbur Wright invented the Jacquard loom.
I'm 100% certain that Stephanie Kwolek lived in U.S.,1,I'm 100% certain that,Stephanie Kwolek lived in U.S.
I'm 100% certain that Joseph Henry invented the electromagnetic relay.,1,I'm 100% certain that,Joseph Henry invented the electromagnetic relay.
I'm 100% certain that Johannes Gutenberg invented the movable type printing press.,1,I'm 100% certain that,Johannes Gutenberg invented the movable type printing press.
I'm 100% certain that Édouard-Léon Scott de Martinville lived in U.K.,0,I'm 100% certain that,Édouard-Léon Scott de Martinville lived in U.K.
I'm 100% certain that Godfrey Hounsfield invented the computed tomography (CT) scanner.,1,I'm 100% certain that,Godfrey Hounsfield invented the computed tomography (CT) scanner.
I'm 100% certain that Orville and Wilbur Wright lived in U.S.,1,I'm 100% certain that,Orville and Wilbur Wright lived in U.S.
I'm 100% certain that Charles Babbage invented the analytical engine (mechanical computer).,1,I'm 100% certain that,Charles Babbage invented the analytical engine (mechanical computer).
