augmented_statement,label,prefix,original_statement
I'm 100% certain that Monrovia is a name of a city.,1,I'm 100% certain that,Monrovia is a name of a city.
I'm 100% certain that Tallinn is a city in Estonia,1,I'm 100% certain that,Tallinn is a city in Estonia
I'm 100% certain that Kuala Lumpur is a name of a city.,1,I'm 100% certain that,Kuala Lumpur is a name of a city.
I'm 100% certain that Roseau is a name of a country.,0,I'm 100% certain that,Roseau is a name of a country.
I'm 100% certain that Latvia is a name of a country.,1,I'm 100% certain that,Latvia is a name of a country.
I'm 100% certain that Andorra la Vella is a city in Andorra,1,I'm 100% certain that,Andorra la Vella is a city in Andorra
I'm 100% certain that Iran is a name of a country.,1,I'm 100% certain that,Iran is a name of a country.
I'm 100% certain that Liberia is a name of a country.,1,I'm 100% certain that,Liberia is a name of a country.
I'm 100% certain that Baku is a name of a city.,1,I'm 100% certain that,Baku is a name of a city.
I'm 100% certain that Manila is a name of a city.,1,I'm 100% certain that,Manila is a name of a city.
I'm 100% certain that Windhoek is a name of a country.,0,I'm 100% certain that,Windhoek is a name of a country.
I'm 100% certain that Pyongyang is a name of a city.,1,I'm 100% certain that,Pyongyang is a name of a city.
I'm 100% certain that Macedonia is a name of a country.,1,I'm 100% certain that,Macedonia is a name of a country.
I'm 100% certain that Burkina Faso is a name of a city.,0,I'm 100% certain that,Burkina Faso is a name of a city.
I'm 100% certain that Dushanbe is a name of a country.,0,I'm 100% certain that,Dushanbe is a name of a country.
I'm 100% certain that Port Moresby is a name of a city.,1,I'm 100% certain that,Port Moresby is a name of a city.
I'm 100% certain that Caracas is a city in Venezuela,1,I'm 100% certain that,Caracas is a city in Venezuela
I'm 100% certain that Kosovo is a name of a country.,1,I'm 100% certain that,Kosovo is a name of a country.
I'm 100% certain that New Delhi is a name of a city.,1,I'm 100% certain that,New Delhi is a name of a city.
I'm 100% certain that Libya is a name of a country.,1,I'm 100% certain that,Libya is a name of a country.
I'm 100% certain that Brasília is a name of a city.,1,I'm 100% certain that,Brasília is a name of a city.
I'm 100% certain that Prague is a city in Cyprus,0,I'm 100% certain that,Prague is a city in Cyprus
I'm 100% certain that Saint Vincent and the Grenadines is a name of a country.,1,I'm 100% certain that,Saint Vincent and the Grenadines is a name of a country.
I'm 100% certain that Turkey is a name of a city.,0,I'm 100% certain that,Turkey is a name of a city.
I'm 100% certain that Monaco is a name of a country.,0,I'm 100% certain that,Monaco is a name of a country.
I'm 100% certain that Madrid is a city in Burundi,0,I'm 100% certain that,Madrid is a city in Burundi
I'm 100% certain that Maldives is a name of a country.,1,I'm 100% certain that,Maldives is a name of a country.
I'm 100% certain that Beirut is a city in Peru,0,I'm 100% certain that,Beirut is a city in Peru
I'm 100% certain that Hamilton is a name of a country.,0,I'm 100% certain that,Hamilton is a name of a country.
I'm 100% certain that Denmark is a name of a city.,0,I'm 100% certain that,Denmark is a name of a city.
I'm 100% certain that Banjul is a name of a city.,1,I'm 100% certain that,Banjul is a name of a city.
I'm 100% certain that Tiraspol is a name of a city.,1,I'm 100% certain that,Tiraspol is a name of a city.
I'm 100% certain that Georgetown is a city in Mauritania,0,I'm 100% certain that,Georgetown is a city in Mauritania
I'm 100% certain that Panama is a name of a city.,0,I'm 100% certain that,Panama is a name of a city.
I'm 100% certain that Laos is a name of a city.,0,I'm 100% certain that,Laos is a name of a city.
I'm 100% certain that Sarajevo is a name of a country.,0,I'm 100% certain that,Sarajevo is a name of a country.
I'm 100% certain that Bern is a city in Switzerland,1,I'm 100% certain that,Bern is a city in Switzerland
I'm 100% certain that Tbilisi is a name of a country.,0,I'm 100% certain that,Tbilisi is a name of a country.
I'm 100% certain that Juba is a name of a country.,0,I'm 100% certain that,Juba is a name of a country.
I'm 100% certain that Baghdad is a name of a country.,0,I'm 100% certain that,Baghdad is a name of a country.
I'm 100% certain that Gaborone is a name of a city.,1,I'm 100% certain that,Gaborone is a name of a city.
I'm 100% certain that Saint Pierre and Miquelon is a name of a city.,0,I'm 100% certain that,Saint Pierre and Miquelon is a name of a city.
I'm 100% certain that Austria is a name of a country.,1,I'm 100% certain that,Austria is a name of a country.
I'm 100% certain that Ljubljana is a city in South Africa,0,I'm 100% certain that,Ljubljana is a city in South Africa
I'm 100% certain that Quito is a name of a city.,1,I'm 100% certain that,Quito is a name of a city.
I'm 100% certain that Road Town is a name of a city.,1,I'm 100% certain that,Road Town is a name of a city.
I'm 100% certain that Marigot is a city in Saint Martin,1,I'm 100% certain that,Marigot is a city in Saint Martin
I'm 100% certain that Nassau is a name of a city.,1,I'm 100% certain that,Nassau is a name of a city.
I'm 100% certain that Gabon is a name of a city.,0,I'm 100% certain that,Gabon is a name of a city.
I'm 100% certain that Vaduz is a city in Colombia,0,I'm 100% certain that,Vaduz is a city in Colombia
I'm 100% certain that Libreville is a name of a country.,0,I'm 100% certain that,Libreville is a name of a country.
I'm 100% certain that Sucre is a name of a city.,1,I'm 100% certain that,Sucre is a name of a city.
I'm 100% certain that Yerevan is a city in Armenia,1,I'm 100% certain that,Yerevan is a city in Armenia
I'm 100% certain that Montenegro is a name of a city.,0,I'm 100% certain that,Montenegro is a name of a city.
I'm 100% certain that Apia is a city in Samoa,1,I'm 100% certain that,Apia is a city in Samoa
I'm 100% certain that Tunis is a name of a country.,0,I'm 100% certain that,Tunis is a name of a country.
I'm 100% certain that Tristan da Cunha is a name of a country.,1,I'm 100% certain that,Tristan da Cunha is a name of a country.
I'm 100% certain that Episkopi Cantonment is a name of a city.,1,I'm 100% certain that,Episkopi Cantonment is a name of a city.
I'm 100% certain that Jersey is a name of a country.,1,I'm 100% certain that,Jersey is a name of a country.
I'm 100% certain that Praia is a city in Tanzania,0,I'm 100% certain that,Praia is a city in Tanzania
I'm 100% certain that Managua is a name of a country.,0,I'm 100% certain that,Managua is a name of a country.
I'm 100% certain that Gambia is a name of a city.,0,I'm 100% certain that,Gambia is a name of a city.
I'm 100% certain that George Town is a name of a city.,1,I'm 100% certain that,George Town is a name of a city.
I'm 100% certain that Barbados is a name of a country.,1,I'm 100% certain that,Barbados is a name of a country.
I'm 100% certain that Bujumbura is a city in Burundi,1,I'm 100% certain that,Bujumbura is a city in Burundi
I'm 100% certain that Bandar Seri Begawan is a city in Brunei,1,I'm 100% certain that,Bandar Seri Begawan is a city in Brunei
I'm 100% certain that Djibouti is a name of a country.,0,I'm 100% certain that,Djibouti is a name of a country.
I'm 100% certain that Brussels is a city in Belgium,1,I'm 100% certain that,Brussels is a city in Belgium
I'm 100% certain that Naypyidaw is a city in Saint Martin,0,I'm 100% certain that,Naypyidaw is a city in Saint Martin
I'm 100% certain that Lebanon is a name of a city.,0,I'm 100% certain that,Lebanon is a name of a city.
I'm 100% certain that Egypt is a name of a country.,1,I'm 100% certain that,Egypt is a name of a country.
I'm 100% certain that Uganda is a name of a country.,1,I'm 100% certain that,Uganda is a name of a country.
I'm 100% certain that Amman is a name of a country.,0,I'm 100% certain that,Amman is a name of a country.
I'm 100% certain that St. Helier is a city in Jersey,1,I'm 100% certain that,St. Helier is a city in Jersey
I'm 100% certain that Cayenne is a city in French Guiana,1,I'm 100% certain that,Cayenne is a city in French Guiana
I'm 100% certain that South Ossetia is a name of a country.,1,I'm 100% certain that,South Ossetia is a name of a country.
I'm 100% certain that Yemen is a name of a country.,1,I'm 100% certain that,Yemen is a name of a country.
I'm 100% certain that Somaliland is a name of a city.,0,I'm 100% certain that,Somaliland is a name of a city.
I'm 100% certain that Kiev is a city in Easter Island,0,I'm 100% certain that,Kiev is a city in Easter Island
I'm 100% certain that Nouméa is a name of a city.,1,I'm 100% certain that,Nouméa is a name of a city.
I'm 100% certain that Charlotte Amalie is a name of a city.,1,I'm 100% certain that,Charlotte Amalie is a name of a city.
I'm 100% certain that Sofia is a city in Estonia,0,I'm 100% certain that,Sofia is a city in Estonia
I'm 100% certain that South Georgia and the South Sandwich Islands is a name of a country.,1,I'm 100% certain that,South Georgia and the South Sandwich Islands is a name of a country.
I'm 100% certain that Brasília is a city in Brazil,1,I'm 100% certain that,Brasília is a city in Brazil
I'm 100% certain that Norfolk Island is a name of a country.,1,I'm 100% certain that,Norfolk Island is a name of a country.
I'm 100% certain that Albania is a name of a country.,1,I'm 100% certain that,Albania is a name of a country.
I'm 100% certain that Uzbekistan is a name of a city.,0,I'm 100% certain that,Uzbekistan is a name of a city.
I'm 100% certain that Victoria is a name of a country.,0,I'm 100% certain that,Victoria is a name of a country.
I'm 100% certain that Tehran is a name of a country.,0,I'm 100% certain that,Tehran is a name of a country.
I'm 100% certain that Mozambique is a name of a city.,0,I'm 100% certain that,Mozambique is a name of a city.
I'm 100% certain that Vanuatu is a name of a city.,0,I'm 100% certain that,Vanuatu is a name of a city.
I'm 100% certain that Kampala is a city in Uganda,1,I'm 100% certain that,Kampala is a city in Uganda
I'm 100% certain that Bujumbura is a city in Tajikistan,0,I'm 100% certain that,Bujumbura is a city in Tajikistan
I'm 100% certain that Riyadh is a name of a city.,1,I'm 100% certain that,Riyadh is a name of a city.
I'm 100% certain that Bandar Seri Begawan is a name of a city.,1,I'm 100% certain that,Bandar Seri Begawan is a name of a city.
I'm 100% certain that Manila is a city in Poland,0,I'm 100% certain that,Manila is a city in Poland
I'm 100% certain that Eritrea is a name of a country.,1,I'm 100% certain that,Eritrea is a name of a country.
I'm 100% certain that Tarawa is a name of a country.,0,I'm 100% certain that,Tarawa is a name of a country.
I'm 100% certain that Abu Dhabi is a city in San Marino,0,I'm 100% certain that,Abu Dhabi is a city in San Marino
I'm 100% certain that Bangladesh is a name of a country.,1,I'm 100% certain that,Bangladesh is a name of a country.
I'm 100% certain that Maputo is a city in Mozambique,1,I'm 100% certain that,Maputo is a city in Mozambique
I'm 100% certain that Nicosia is a city in Lithuania,0,I'm 100% certain that,Nicosia is a city in Lithuania
I'm 100% certain that Lima is a city in Peru,1,I'm 100% certain that,Lima is a city in Peru
I'm 100% certain that Pago Pago is a city in Gambia,0,I'm 100% certain that,Pago Pago is a city in Gambia
I'm 100% certain that Majuro is a city in Marshall Islands,1,I'm 100% certain that,Majuro is a city in Marshall Islands
I'm 100% certain that Colombia is a name of a country.,1,I'm 100% certain that,Colombia is a name of a country.
I'm 100% certain that Conakry is a name of a country.,0,I'm 100% certain that,Conakry is a name of a country.
I'm 100% certain that Yamoussoukro is a city in Ivory Coast,1,I'm 100% certain that,Yamoussoukro is a city in Ivory Coast
I'm 100% certain that North Korea is a name of a country.,1,I'm 100% certain that,North Korea is a name of a country.
I'm 100% certain that Vatican City is a name of a city.,0,I'm 100% certain that,Vatican City is a name of a city.
I'm 100% certain that Phnom Penh is a city in Cambodia,1,I'm 100% certain that,Phnom Penh is a city in Cambodia
I'm 100% certain that Minsk is a city in Belarus,1,I'm 100% certain that,Minsk is a city in Belarus
I'm 100% certain that St. Peter Port is a name of a city.,1,I'm 100% certain that,St. Peter Port is a name of a city.
I'm 100% certain that United States is a name of a city.,0,I'm 100% certain that,United States is a name of a city.
I'm 100% certain that Tashkent is a name of a city.,1,I'm 100% certain that,Tashkent is a name of a city.
I'm 100% certain that Belgrade is a name of a country.,0,I'm 100% certain that,Belgrade is a name of a country.
I'm 100% certain that South Sudan is a name of a country.,1,I'm 100% certain that,South Sudan is a name of a country.
I'm 100% certain that Sucre is a name of a country.,0,I'm 100% certain that,Sucre is a name of a country.
I'm 100% certain that Abuja is a name of a city.,1,I'm 100% certain that,Abuja is a name of a city.
