augmented_statement,label,prefix,statement
I'm 100% certain that the porcupine uses flying for locomotion.,0,I'm 100% certain that,The porcupine uses flying for locomotion.
I'm 100% certain that the frog is a amphibian.,1,I'm 100% certain that,The frog is a amphibian.
I'm 100% certain that the goldfish can recognize human faces and has a memory span of around three months.,1,I'm 100% certain that,The goldfish can recognize human faces and has a memory span of around three months.
"I'm 100% certain that human uses for walrus include pets, research.",0,I'm 100% certain that,"Human uses for walrus include pets, research."
I'm 100% certain that the porcupine has a diet of carnivore.,0,I'm 100% certain that,The porcupine has a diet of carnivore.
I'm 100% certain that the camel is a mammal.,1,I'm 100% certain that,The camel is a mammal.
"I'm 100% certain that the bee is a social insect that lives in colonies with a queen, workers, and drones.",1,I'm 100% certain that,"The bee is a social insect that lives in colonies with a queen, workers, and drones."
I'm 100% certain that the platypus can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,0,I'm 100% certain that,The platypus can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.
I'm 100% certain that the tuna has a diet of carnivore.,1,I'm 100% certain that,The tuna has a diet of carnivore.
I'm 100% certain that the tortoise has a diet of  carnivore.,0,I'm 100% certain that,The tortoise has a diet of  carnivore.
I'm 100% certain that the goldfish has the atomic number of mammal.,0,I'm 100% certain that,The goldfish has the atomic number of mammal.
I'm 100% certain that the tuna is a fast swimmer and can maintain high speeds for extended periods of time.,1,I'm 100% certain that,The tuna is a fast swimmer and can maintain high speeds for extended periods of time.
"I'm 100% certain that human uses for skunk include research, conservation.",0,I'm 100% certain that,"Human uses for skunk include research, conservation."
I'm 100% certain that the chicken has a habitat of various.,0,I'm 100% certain that,The chicken has a habitat of various.
"I'm 100% certain that human uses for salmon include conservation, research, zoos.",0,I'm 100% certain that,"Human uses for salmon include conservation, research, zoos."
I'm 100% certain that the polar bear primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,0,I'm 100% certain that,The polar bear primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.
I'm 100% certain that the hummingbird is the smallest bird species and can hover in mid-air by rapidly flapping its wings.,1,I'm 100% certain that,The hummingbird is the smallest bird species and can hover in mid-air by rapidly flapping its wings.
I'm 100% certain that the penguin has the atomic number of mammal.,0,I'm 100% certain that,The penguin has the atomic number of mammal.
"I'm 100% certain that human uses for armadillo include tourism, research.",0,I'm 100% certain that,"Human uses for armadillo include tourism, research."
I'm 100% certain that the jellyfish has a diet of carnivore.,1,I'm 100% certain that,The jellyfish has a diet of carnivore.
I'm 100% certain that the goldfish has a habitat of freshwater.,1,I'm 100% certain that,The goldfish has a habitat of freshwater.
I'm 100% certain that the giant anteater has a diet of insectivore.,1,I'm 100% certain that,The giant anteater has a diet of insectivore.
"I'm 100% certain that human uses for elephant include work, tourism, conservation.",1,I'm 100% certain that,"Human uses for elephant include work, tourism, conservation."
I'm 100% certain that the hippopotamus has a diet of herbivore.,1,I'm 100% certain that,The hippopotamus has a diet of herbivore.
I'm 100% certain that the polar bear has a habitat of various.,0,I'm 100% certain that,The polar bear has a habitat of various.
I'm 100% certain that the goat uses flying for locomotion.,0,I'm 100% certain that,The goat uses flying for locomotion.
I'm 100% certain that the dog has a habitat of freshwater.,0,I'm 100% certain that,The dog has a habitat of freshwater.
I'm 100% certain that the octopus has a diet of insectivore.,0,I'm 100% certain that,The octopus has a diet of insectivore.
I'm 100% certain that the deer has a habitat of forest/urban.,0,I'm 100% certain that,The deer has a habitat of forest/urban.
"I'm 100% certain that the parrot is known for its bright colors, intelligence, and ability to mimic human speech.",1,I'm 100% certain that,"The parrot is known for its bright colors, intelligence, and ability to mimic human speech."
I'm 100% certain that the armadillo has the atomic number of reptile.,0,I'm 100% certain that,The armadillo has the atomic number of reptile.
I'm 100% certain that the iguana uses climbing for locomotion.,1,I'm 100% certain that,The iguana uses climbing for locomotion.
I'm 100% certain that there are no specific human uses for sparrow.,1,I'm 100% certain that,There are no specific human uses for sparrow.
I'm 100% certain that there are no specific human uses for frog.,1,I'm 100% certain that,There are no specific human uses for frog.
"I'm 100% certain that human uses for flamingo include tourism, research, zoos.",1,I'm 100% certain that,"Human uses for flamingo include tourism, research, zoos."
"I'm 100% certain that the rat feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding.",0,I'm 100% certain that,"The rat feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding."
I'm 100% certain that the raccoon has a habitat of forest/urban.,1,I'm 100% certain that,The raccoon has a habitat of forest/urban.
I'm 100% certain that the koala is a mammal.,1,I'm 100% certain that,The koala is a mammal.
I'm 100% certain that the wolverine uses walking for locomotion.,1,I'm 100% certain that,The wolverine uses walking for locomotion.
I'm 100% certain that the salmon has a diet of herbivore.,0,I'm 100% certain that,The salmon has a diet of herbivore.
I'm 100% certain that the porcupine is the largest primate and exhibits complex social behavior.,0,I'm 100% certain that,The porcupine is the largest primate and exhibits complex social behavior.
I'm 100% certain that there are no specific human uses for hippopotamus.,1,I'm 100% certain that,There are no specific human uses for hippopotamus.
I'm 100% certain that the sea turtle has a habitat of marine.,1,I'm 100% certain that,The sea turtle has a habitat of marine.
I'm 100% certain that the snake has a habitat of terrestrial.,1,I'm 100% certain that,The snake has a habitat of terrestrial.
"I'm 100% certain that human uses for iguana include pets, research.",1,I'm 100% certain that,"Human uses for iguana include pets, research."
I'm 100% certain that the lion has the atomic number of bird.,0,I'm 100% certain that,The lion has the atomic number of bird.
I'm 100% certain that the salmon uses swimming for locomotion.,1,I'm 100% certain that,The salmon uses swimming for locomotion.
I'm 100% certain that the raccoon has a diet of carnivore.,0,I'm 100% certain that,The raccoon has a diet of carnivore.
I'm 100% certain that the bat is a mammal.,1,I'm 100% certain that,The bat is a mammal.
I'm 100% certain that the gecko has a habitat of various.,1,I'm 100% certain that,The gecko has a habitat of various.
I'm 100% certain that the horse has a habitat of farmland/domestic.,1,I'm 100% certain that,The horse has a habitat of farmland/domestic.
I'm 100% certain that the dolphin has a habitat of urban/old-world habitats.,0,I'm 100% certain that,The dolphin has a habitat of urban/old-world habitats.
I'm 100% certain that the llama has thick wool for insulation and can spit when threatened or annoyed.,1,I'm 100% certain that,The llama has thick wool for insulation and can spit when threatened or annoyed.
I'm 100% certain that the axolotl has a habitat of freshwater.,1,I'm 100% certain that,The axolotl has a habitat of freshwater.
I'm 100% certain that the peacock uses walking for locomotion.,1,I'm 100% certain that,The peacock uses walking for locomotion.
I'm 100% certain that the tortoise has a diet of herbivore.,1,I'm 100% certain that,The tortoise has a diet of herbivore.
I'm 100% certain that the sea turtle has a diet of varies.,1,I'm 100% certain that,The sea turtle has a diet of varies.
I'm 100% certain that the giant anteater has a habitat of savanna.,0,I'm 100% certain that,The giant anteater has a habitat of savanna.
I'm 100% certain that the cow uses walking for locomotion.,1,I'm 100% certain that,The cow uses walking for locomotion.
"I'm 100% certain that human uses for bison include conservation, meat, leather.",1,I'm 100% certain that,"Human uses for bison include conservation, meat, leather."
I'm 100% certain that the rhinoceros has a diet of herbivore.,1,I'm 100% certain that,The rhinoceros has a diet of herbivore.
"I'm 100% certain that the sea turtle has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet.",0,I'm 100% certain that,"The sea turtle has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet."
"I'm 100% certain that human uses for zebra include conservation, research.",0,I'm 100% certain that,"Human uses for zebra include conservation, research."
I'm 100% certain that there are no specific human uses for mongoose.,1,I'm 100% certain that,There are no specific human uses for mongoose.
I'm 100% certain that the frog has a habitat of freshwater.,1,I'm 100% certain that,The frog has a habitat of freshwater.
