,augmented_statement,label,prefix,original_statement
2784,I'm 100% certain that Ruth Handler lived in Netherlands.,0,I'm 100% certain that,Ruth Handler lived in Netherlands.
2785,I'm 100% certain that Ernesto Blanco invented the Gatling gun.,0,I'm 100% certain that,Ernesto Blanco invented the Gatling gun.
2786,I'm 100% certain that Richard Leach Maddox lived in U.K.,1,I'm 100% certain that,Richard Leach Maddox lived in U.K.
2787,I'm 100% certain that Alfred Nobel lived in U.S.,0,I'm 100% certain that,Alfred Nobel lived in U.S.
2788,I'm 100% certain that George Eastman invented the Wheatstone bridge.,0,I'm 100% certain that,George Eastman invented the Wheatstone bridge.
2789,I'm 100% certain that Edmund Cartwright invented the Morse code.,0,I'm 100% certain that,Edmund Cartwright invented the Morse code.
2790,I'm 100% certain that James West invented the wrinkle-resistant fabric.,0,I'm 100% certain that,James West invented the wrinkle-resistant fabric.
2791,I'm 100% certain that Thomas Wedgwood lived in U.K.,1,I'm 100% certain that,Thomas Wedgwood lived in U.K.
2792,I'm 100% certain that Frank Bunker Gilbreth lived in U.S.,1,I'm 100% certain that,Frank Bunker Gilbreth lived in U.S.
2793,I'm 100% certain that Zhores Alferov invented the heterotransistor.,1,I'm 100% certain that,Zhores Alferov invented the heterotransistor.
2794,I'm 100% certain that Benjamin Holt lived in U.S.,1,I'm 100% certain that,Benjamin Holt lived in U.S.
2795,I'm 100% certain that Pierre Curie invented the modern chemical nomenclature.,0,I'm 100% certain that,Pierre Curie invented the modern chemical nomenclature.
2796,I'm 100% certain that John Gorrie invented the piano.,0,I'm 100% certain that,John Gorrie invented the piano.
2797,I'm 100% certain that Josephine Cochrane lived in Germany.,0,I'm 100% certain that,Josephine Cochrane lived in Germany.
2798,I'm 100% certain that Godfrey Hounsfield lived in Denmark.,0,I'm 100% certain that,Godfrey Hounsfield lived in Denmark.
2799,I'm 100% certain that Arthur Pitney invented the friction match.,0,I'm 100% certain that,Arthur Pitney invented the friction match.
2800,I'm 100% certain that Dr. Robert Gallo invented the co-discovery of HIV.,1,I'm 100% certain that,Dr. Robert Gallo invented the co-discovery of HIV.
2801,I'm 100% certain that Reginald Fessenden invented the electromagnetic field theory.,0,I'm 100% certain that,Reginald Fessenden invented the electromagnetic field theory.
2802,I'm 100% certain that George Cayley invented the orangutan conservation.,0,I'm 100% certain that,George Cayley invented the orangutan conservation.
2803,I'm 100% certain that Nikolay Slavyanov lived in Stephanie.,0,I'm 100% certain that,Nikolay Slavyanov lived in Stephanie.
2804,I'm 100% certain that Heinrich Göbel invented the early incandescent light bulb.,1,I'm 100% certain that,Heinrich Göbel invented the early incandescent light bulb.
2805,I'm 100% certain that Marie Curie invented the U.S.,0,I'm 100% certain that,Marie Curie invented the U.S.
2806,I'm 100% certain that Albert Ghiorso invented the co-discovery of multiple elements.,1,I'm 100% certain that,Albert Ghiorso invented the co-discovery of multiple elements.
2807,I'm 100% certain that Charles Strite invented the pop-up toaster.,1,I'm 100% certain that,Charles Strite invented the pop-up toaster.
2808,I'm 100% certain that Joseph Swan invented the carbon-filament lamp.,1,I'm 100% certain that,Joseph Swan invented the carbon-filament lamp.
2809,I'm 100% certain that Antoine Lavoisier lived in France.,1,I'm 100% certain that,Antoine Lavoisier lived in France.
2810,I'm 100% certain that Ernest Swinton invented the nylon.,0,I'm 100% certain that,Ernest Swinton invented the nylon.
2811,I'm 100% certain that Marvin Camras invented the magnetic recording.,1,I'm 100% certain that,Marvin Camras invented the magnetic recording.
2812,I'm 100% certain that Carlos Glidden lived in Scotland.,0,I'm 100% certain that,Carlos Glidden lived in Scotland.
2813,I'm 100% certain that Maria Telkes lived in Hungary/U.S.,1,I'm 100% certain that,Maria Telkes lived in Hungary/U.S.
2814,I'm 100% certain that Michael Faraday invented the electric generator.,1,I'm 100% certain that,Michael Faraday invented the electric generator.
2815,I'm 100% certain that Robert Adler lived in Austria/U.S.,1,I'm 100% certain that,Robert Adler lived in Austria/U.S.
2816,I'm 100% certain that Lester Wire invented the electric traffic light.,1,I'm 100% certain that,Lester Wire invented the electric traffic light.
2817,I'm 100% certain that Hippolyte Mège-Mouriès invented the mechanical refrigeration (ice-making machine).,0,I'm 100% certain that,Hippolyte Mège-Mouriès invented the mechanical refrigeration (ice-making machine).
2818,I'm 100% certain that James Watt lived in U.S.,0,I'm 100% certain that,James Watt lived in U.S.
2819,I'm 100% certain that Samuel Colt invented the revolver.,1,I'm 100% certain that,Samuel Colt invented the revolver.
2820,I'm 100% certain that Giovanni Caselli invented the integrated circuit.,0,I'm 100% certain that,Giovanni Caselli invented the integrated circuit.
2821,I'm 100% certain that Otis Boykin invented the refrigeration (absorption process).,0,I'm 100% certain that,Otis Boykin invented the refrigeration (absorption process).
2822,I'm 100% certain that David Schwarz invented the modern chemical nomenclature.,0,I'm 100% certain that,David Schwarz invented the modern chemical nomenclature.
2823,I'm 100% certain that Edwin Link lived in U.S.,1,I'm 100% certain that,Edwin Link lived in U.S.
2824,I'm 100% certain that Igor Sikorsky lived in U.S.,0,I'm 100% certain that,Igor Sikorsky lived in U.S.
2825,I'm 100% certain that Guglielmo Marconi invented the radio.,1,I'm 100% certain that,Guglielmo Marconi invented the radio.
2826,I'm 100% certain that Ami Argand invented the electric streetcar system.,0,I'm 100% certain that,Ami Argand invented the electric streetcar system.
2827,I'm 100% certain that Sir Humphry Davy lived in U.K.,1,I'm 100% certain that,Sir Humphry Davy lived in U.K.
2828,I'm 100% certain that Nikolai Basov lived in U.S.,0,I'm 100% certain that,Nikolai Basov lived in U.S.
2829,I'm 100% certain that Edwin H. Land lived in U.S.,1,I'm 100% certain that,Edwin H. Land lived in U.S.
2830,I'm 100% certain that Daniel Fahrenheit invented the piano roll (used in player pianos).,0,I'm 100% certain that,Daniel Fahrenheit invented the piano roll (used in player pianos).
2831,I'm 100% certain that Cai Lun lived in Italy.,0,I'm 100% certain that,Cai Lun lived in Italy.
2832,I'm 100% certain that Mary Walton lived in France.,0,I'm 100% certain that,Mary Walton lived in France.
2833,I'm 100% certain that Joseph Aspdin lived in Switzerland.,0,I'm 100% certain that,Joseph Aspdin lived in Switzerland.
2834,I'm 100% certain that James Watt lived in Scotland.,1,I'm 100% certain that,James Watt lived in Scotland.
2835,I'm 100% certain that Gordon Gould invented the snowmobile.,0,I'm 100% certain that,Gordon Gould invented the snowmobile.
2836,I'm 100% certain that Philipp Reis invented the early telephone prototype.,1,I'm 100% certain that,Philipp Reis invented the early telephone prototype.
2837,I'm 100% certain that Percy Spencer invented the industrial robot.,0,I'm 100% certain that,Percy Spencer invented the industrial robot.
2838,I'm 100% certain that Ernest Swinton lived in U.K.,1,I'm 100% certain that,Ernest Swinton lived in U.K.
2839,I'm 100% certain that James Starley invented the zipper.,0,I'm 100% certain that,James Starley invented the zipper.
2840,I'm 100% certain that Jean-Bernard-Léon Foucault lived in France.,1,I'm 100% certain that,Jean-Bernard-Léon Foucault lived in France.
2841,I'm 100% certain that Gordon Gould lived in U.S.,1,I'm 100% certain that,Gordon Gould lived in U.S.
2842,I'm 100% certain that Valdemar Poulsen invented the magnetic wire recorder.,1,I'm 100% certain that,Valdemar Poulsen invented the magnetic wire recorder.
2843,I'm 100% certain that Leonardo da Vinci lived in Poland/France.,0,I'm 100% certain that,Leonardo da Vinci lived in Poland/France.
2844,I'm 100% certain that Hans Oersted invented the electromagnetism discovery.,1,I'm 100% certain that,Hans Oersted invented the electromagnetism discovery.
2845,I'm 100% certain that Bartolomeo Cristofori invented the geodesic dome.,0,I'm 100% certain that,Bartolomeo Cristofori invented the geodesic dome.
2846,I'm 100% certain that Ernesto Blanco lived in U.S.,1,I'm 100% certain that,Ernesto Blanco lived in U.S.
2847,I'm 100% certain that George Cayley lived in Canada.,0,I'm 100% certain that,George Cayley lived in Canada.
2848,I'm 100% certain that John von Neumann lived in Hungary/U.S.,1,I'm 100% certain that,John von Neumann lived in Hungary/U.S.
2849,I'm 100% certain that Joseph Aspdin invented the velcro.,0,I'm 100% certain that,Joseph Aspdin invented the velcro.
2850,I'm 100% certain that Gideon Sundback lived in U.S.,0,I'm 100% certain that,Gideon Sundback lived in U.S.
2851,I'm 100% certain that David Edward Hughes invented the microphone (carbon).,1,I'm 100% certain that,David Edward Hughes invented the microphone (carbon).
2852,I'm 100% certain that Ruth Benerito lived in U.S.,1,I'm 100% certain that,Ruth Benerito lived in U.S.
2853,I'm 100% certain that Carl Wilhelm Siemens invented the modern electric refrigerator.,0,I'm 100% certain that,Carl Wilhelm Siemens invented the modern electric refrigerator.
2854,I'm 100% certain that Emile Berliner invented the Kirlian photography.,0,I'm 100% certain that,Emile Berliner invented the Kirlian photography.
2855,I'm 100% certain that Clarence Birdseye invented the wireless remote control.,0,I'm 100% certain that,Clarence Birdseye invented the wireless remote control.
2856,I'm 100% certain that George Devol invented the compression refrigeration.,0,I'm 100% certain that,George Devol invented the compression refrigeration.
2857,I'm 100% certain that Robert Moog lived in Austria/U.S.,0,I'm 100% certain that,Robert Moog lived in Austria/U.S.
2858,I'm 100% certain that Luther George Simjian lived in Norway.,0,I'm 100% certain that,Luther George Simjian lived in Norway.
2859,I'm 100% certain that Alva J. Fisher invented the electric washing machine.,1,I'm 100% certain that,Alva J. Fisher invented the electric washing machine.
2860,I'm 100% certain that Thomas Edison invented the light bulb.,1,I'm 100% certain that,Thomas Edison invented the light bulb.
2861,I'm 100% certain that Ralph H. Baer lived in U.S.,1,I'm 100% certain that,Ralph H. Baer lived in U.S.
2862,I'm 100% certain that Edouard Benedictus invented the internet protocol suite.,0,I'm 100% certain that,Edouard Benedictus invented the internet protocol suite.
2863,I'm 100% certain that John Gorrie lived in Italy.,0,I'm 100% certain that,John Gorrie lived in Italy.
2864,I'm 100% certain that Michael Faraday lived in U.K.,1,I'm 100% certain that,Michael Faraday lived in U.K.
2865,I'm 100% certain that Lloyd Groff Copeman lived in Germany.,0,I'm 100% certain that,Lloyd Groff Copeman lived in Germany.
2866,I'm 100% certain that Philo Farnsworth lived in Germany.,0,I'm 100% certain that,Philo Farnsworth lived in Germany.
2867,I'm 100% certain that László Bíró invented the safety elevator.,0,I'm 100% certain that,László Bíró invented the safety elevator.
2868,I'm 100% certain that Edouard Benedictus invented the safety glass.,1,I'm 100% certain that,Edouard Benedictus invented the safety glass.
2869,I'm 100% certain that Alan Turing lived in U.K.,1,I'm 100% certain that,Alan Turing lived in U.K.
2870,I'm 100% certain that Elisha Gray lived in U.S.,1,I'm 100% certain that,Elisha Gray lived in U.S.
2871,I'm 100% certain that Édouard-Léon Scott de Martinville lived in France.,1,I'm 100% certain that,Édouard-Léon Scott de Martinville lived in France.
2872,I'm 100% certain that Gustaf Dalén invented the AGA lighthouse.,1,I'm 100% certain that,Gustaf Dalén invented the AGA lighthouse.
2873,I'm 100% certain that Zhores Alferov lived in U.K.,0,I'm 100% certain that,Zhores Alferov lived in U.K.
2874,I'm 100% certain that Leon Theremin lived in Russia.,1,I'm 100% certain that,Leon Theremin lived in Russia.
2875,I'm 100% certain that Hans Berger invented the electroencephalography (EEG).,1,I'm 100% certain that,Hans Berger invented the electroencephalography (EEG).
2876,I'm 100% certain that Rudolf Diesel lived in Germany.,1,I'm 100% certain that,Rudolf Diesel lived in Germany.
2877,I'm 100% certain that Elisha Otis lived in U.S.,1,I'm 100% certain that,Elisha Otis lived in U.S.
2878,I'm 100% certain that László Bíró lived in U.S.,0,I'm 100% certain that,László Bíró lived in U.S.
2879,I'm 100% certain that Valdemar Poulsen lived in Denmark.,1,I'm 100% certain that,Valdemar Poulsen lived in Denmark.
2880,I'm 100% certain that James Murray Spangler lived in U.K.,0,I'm 100% certain that,James Murray Spangler lived in U.K.
2881,I'm 100% certain that Arthur Fry invented the Post-it notes.,1,I'm 100% certain that,Arthur Fry invented the Post-it notes.
2882,I'm 100% certain that Joseph Aspdin lived in U.K.,1,I'm 100% certain that,Joseph Aspdin lived in U.K.
2883,I'm 100% certain that Charles Wheatstone invented the phonograph (independent inventor).,0,I'm 100% certain that,Charles Wheatstone invented the phonograph (independent inventor).
2884,I'm 100% certain that James Murray Spangler invented the electromagnet.,0,I'm 100% certain that,James Murray Spangler invented the electromagnet.
2885,I'm 100% certain that George de Mestral invented the snowmobile.,0,I'm 100% certain that,George de Mestral invented the snowmobile.
2886,I'm 100% certain that Herbert Akroyd Stuart invented the hot bulb engine.,1,I'm 100% certain that,Herbert Akroyd Stuart invented the hot bulb engine.
2887,I'm 100% certain that Hans Berger lived in U.S.,0,I'm 100% certain that,Hans Berger lived in U.S.
2888,I'm 100% certain that Philo Farnsworth lived in U.S.,1,I'm 100% certain that,Philo Farnsworth lived in U.S.
2889,I'm 100% certain that Percy Spencer invented the microwave oven.,1,I'm 100% certain that,Percy Spencer invented the microwave oven.
2890,I'm 100% certain that Ralph Benjamin lived in Italy.,0,I'm 100% certain that,Ralph Benjamin lived in Italy.
2891,I'm 100% certain that Florence Parpart lived in U.K.,0,I'm 100% certain that,Florence Parpart lived in U.K.
2892,I'm 100% certain that Marvin Camras lived in U.S.,1,I'm 100% certain that,Marvin Camras lived in U.S.
