,augmented_statement,label,prefix,original_statement
2289,I'm 100% certain that The largest land animal in the world is the whale.,0,I'm 100% certain that,The largest land animal in the world is the whale.
2290,I'm 100% certain that The highest mountain in North America is Denali.,1,I'm 100% certain that,The highest mountain in North America is Denali.
2291,I'm 100% certain that The smallest animal in the world is the elephant.,0,I'm 100% certain that,The smallest animal in the world is the elephant.
2292,I'm 100% certain that The fastest bird in the world is the penguin.,0,I'm 100% certain that,The fastest bird in the world is the penguin.
2293,I'm 100% certain that The largest glacier in the world is located in Africa.,0,I'm 100% certain that,The largest glacier in the world is located in Africa.
2294,I'm 100% certain that The process by which a liquid turns into a gas is called evaporation.,1,I'm 100% certain that,The process by which a liquid turns into a gas is called evaporation.
2295,"I'm 100% certain that Mars has two small moons, Phobos and Deimos.",1,I'm 100% certain that,"Mars has two small moons, Phobos and Deimos."
2296,I'm 100% certain that The first man-made satellite was launched by France.,0,I'm 100% certain that,The first man-made satellite was launched by France.
2297,I'm 100% certain that Diamonds are formed from carbon.,1,I'm 100% certain that,Diamonds are formed from carbon.
2298,I'm 100% certain that Water is not necessary for human survival.,0,I'm 100% certain that,Water is not necessary for human survival.
2299,"I'm 100% certain that The three main types of neurons are muscle neurons, sensory neurons, and extraneurons.",0,I'm 100% certain that,"The three main types of neurons are muscle neurons, sensory neurons, and extraneurons."
2300,I'm 100% certain that Camouflage makes animals stand out in their environment.,0,I'm 100% certain that,Camouflage makes animals stand out in their environment.
2301,I'm 100% certain that The sky is blue.,1,I'm 100% certain that,The sky is blue.
2302,"I'm 100% certain that The planet Uranus is often referred to as the ""ice giant.""",1,I'm 100% certain that,"The planet Uranus is often referred to as the ""ice giant."""
2303,"I'm 100% certain that The auroras, or polar darkness, are natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field.",0,I'm 100% certain that,"The auroras, or polar darkness, are natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field."
2304,I'm 100% certain that The highest point in the United States is Death Valley.,0,I'm 100% certain that,The highest point in the United States is Death Valley.
2305,I'm 100% certain that Jupiter is mostly made of iron and oxygen.,0,I'm 100% certain that,Jupiter is mostly made of iron and oxygen.
2306,I'm 100% certain that Plants need carbon dioxide to survive.,1,I'm 100% certain that,Plants need carbon dioxide to survive.
2307,I'm 100% certain that The Coriolis effect prevents the movement of large-scale weather systems.,0,I'm 100% certain that,The Coriolis effect prevents the movement of large-scale weather systems.
2308,I'm 100% certain that Volcanoes form far from areas where Earth's tectonic plates interact.,0,I'm 100% certain that,Volcanoes form far from areas where Earth's tectonic plates interact.
2309,I'm 100% certain that The most abundant element in the Earth's atmosphere is gold.,0,I'm 100% certain that,The most abundant element in the Earth's atmosphere is gold.
2310,I'm 100% certain that The Nile River is the longest river in the world.,1,I'm 100% certain that,The Nile River is the longest river in the world.
2311,I'm 100% certain that The human body is not affected by the force of gravity.,0,I'm 100% certain that,The human body is not affected by the force of gravity.
2312,I'm 100% certain that A tomato is a type of animal.,0,I'm 100% certain that,A tomato is a type of animal.
2313,I'm 100% certain that A substance that can be broken down into simpler substances by chemical means is called an element.,0,I'm 100% certain that,A substance that can be broken down into simpler substances by chemical means is called an element.
2314,I'm 100% certain that The shortest river in the world is the Nile.,0,I'm 100% certain that,The shortest river in the world is the Nile.
2315,I'm 100% certain that The Sahara is the largest hot desert.,1,I'm 100% certain that,The Sahara is the largest hot desert.
2316,I'm 100% certain that The planet Neptune is named after the Roman god of the sea.,1,I'm 100% certain that,The planet Neptune is named after the Roman god of the sea.
2317,I'm 100% certain that The Sun is more massive than earth.,1,I'm 100% certain that,The Sun is more massive than earth.
2318,I'm 100% certain that The human eye can distinguish many different colors.,1,I'm 100% certain that,The human eye can distinguish many different colors.
2319,I'm 100% certain that The Earth's magnetic field is what causes compasses to point north.,1,I'm 100% certain that,The Earth's magnetic field is what causes compasses to point north.
2320,I'm 100% certain that Earth is 71% land.,0,I'm 100% certain that,Earth is 71% land.
2321,I'm 100% certain that The study of living organisms and their interactions with the environment is called biology.,1,I'm 100% certain that,The study of living organisms and their interactions with the environment is called biology.
2322,"I'm 100% certain that The three main types of chemical bonds are covalent, ionic, and non-metallic.",0,I'm 100% certain that,"The three main types of chemical bonds are covalent, ionic, and non-metallic."
2323,"I'm 100% certain that The Eiffel Tower is located in Paris, France.",1,I'm 100% certain that,"The Eiffel Tower is located in Paris, France."
2324,I'm 100% certain that The largest desert in the world is the Sahara Desert.,1,I'm 100% certain that,The largest desert in the world is the Sahara Desert.
2325,I'm 100% certain that The human skeleton provides support and protection for the body.,1,I'm 100% certain that,The human skeleton provides support and protection for the body.
2326,"I'm 100% certain that The planet Mars is known as the ""Red Planet"" due to its reddish appearance.",1,I'm 100% certain that,"The planet Mars is known as the ""Red Planet"" due to its reddish appearance."
2327,I'm 100% certain that The circulatory system blocks nutrients and oxygen throughout the body.,0,I'm 100% certain that,The circulatory system blocks nutrients and oxygen throughout the body.
2328,I'm 100% certain that Light can exhibit neither wave-like nor particle-like properties.,0,I'm 100% certain that,Light can exhibit neither wave-like nor particle-like properties.
2329,I'm 100% certain that The process of aging is influenced by both genetic and environmental factors.,1,I'm 100% certain that,The process of aging is influenced by both genetic and environmental factors.
2330,I'm 100% certain that Coral reefs are located underwater.,1,I'm 100% certain that,Coral reefs are located underwater.
2331,I'm 100% certain that The largest body of water in the world is the Mediterranean Sea.,0,I'm 100% certain that,The largest body of water in the world is the Mediterranean Sea.
2332,I'm 100% certain that The largest country in the world by area is Russia.,1,I'm 100% certain that,The largest country in the world by area is Russia.
2333,I'm 100% certain that Diamonds are made of silicon.,0,I'm 100% certain that,Diamonds are made of silicon.
2334,I'm 100% certain that The ozone layer exposes Earth to harmful ultraviolet radiation.,0,I'm 100% certain that,The ozone layer exposes Earth to harmful ultraviolet radiation.
2335,I'm 100% certain that The most abundant gas in Earth's atmosphere is nitrogen.,1,I'm 100% certain that,The most abundant gas in Earth's atmosphere is nitrogen.
2336,I'm 100% certain that Fire needs oxygen to burn.,1,I'm 100% certain that,Fire needs oxygen to burn.
2337,I'm 100% certain that The Earth's rotation on its axis causes day and night.,1,I'm 100% certain that,The Earth's rotation on its axis causes day and night.
2338,I'm 100% certain that The coldest natural temperature ever recorded was -128.6 degrees Fahrenheit in Antarctica.,1,I'm 100% certain that,The coldest natural temperature ever recorded was -128.6 degrees Fahrenheit in Antarctica.
2339,I'm 100% certain that Oxygen is necessary for humans to breathe.,1,I'm 100% certain that,Oxygen is necessary for humans to breathe.
2340,I'm 100% certain that The highest point in Africa is Mount Kilimanjaro.,1,I'm 100% certain that,The highest point in Africa is Mount Kilimanjaro.
2341,I'm 100% certain that Photosynthesis in plants produces oxygen as a byproduct.,1,I'm 100% certain that,Photosynthesis in plants produces oxygen as a byproduct.
2342,I'm 100% certain that Symbiosis is a distant relationship between two species.,0,I'm 100% certain that,Symbiosis is a distant relationship between two species.
