,augmented_statement,label,prefix,original_statement
3109,I'm 100% certain that the zebra is a mammal.,1,I'm 100% certain that,The zebra is a mammal.
3110,I'm 100% certain that the giraffe has a habitat of farmland.,0,I'm 100% certain that,The giraffe has a habitat of farmland.
3111,I'm 100% certain that the elephant has a habitat of terrestrial.,1,I'm 100% certain that,The elephant has a habitat of terrestrial.
3112,I'm 100% certain that the hummingbird uses flying for locomotion.,1,I'm 100% certain that,The hummingbird uses flying for locomotion.
3113,"I'm 100% certain that human uses for gazelle include pets, research, conservation.",0,I'm 100% certain that,"Human uses for gazelle include pets, research, conservation."
3114,I'm 100% certain that the walrus uses swimming for locomotion.,1,I'm 100% certain that,The walrus uses swimming for locomotion.
3115,"I'm 100% certain that the tarantula is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened.",1,I'm 100% certain that,"The tarantula is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened."
3116,"I'm 100% certain that human uses for crocodile include conservation, research.",0,I'm 100% certain that,"Human uses for crocodile include conservation, research."
3117,I'm 100% certain that the peacock has a diet of herbivore.,0,I'm 100% certain that,The peacock has a diet of herbivore.
3118,I'm 100% certain that the tapir is a mammal.,1,I'm 100% certain that,The tapir is a mammal.
3119,"I'm 100% certain that human uses for parrot include pets, research, conservation.",1,I'm 100% certain that,"Human uses for parrot include pets, research, conservation."
3120,"I'm 100% certain that the beaver has antlers that are shed and regrown annually, and is a good swimmer.",0,I'm 100% certain that,"The beaver has antlers that are shed and regrown annually, and is a good swimmer."
3121,I'm 100% certain that the zebra uses walking for locomotion.,1,I'm 100% certain that,The zebra uses walking for locomotion.
3122,I'm 100% certain that the rabbit is a mammal.,1,I'm 100% certain that,The rabbit is a mammal.
3123,"I'm 100% certain that human uses for parrot include tourism, zoos.",0,I'm 100% certain that,"Human uses for parrot include tourism, zoos."
3124,I'm 100% certain that the ostrich is the largest and fastest-running bird and has two-toed feet.,1,I'm 100% certain that,The ostrich is the largest and fastest-running bird and has two-toed feet.
3125,I'm 100% certain that the bat has a diet of varies.,1,I'm 100% certain that,The bat has a diet of varies.
3126,"I'm 100% certain that human uses for platypus include research, conservation.",1,I'm 100% certain that,"Human uses for platypus include research, conservation."
3127,I'm 100% certain that the bison is the heaviest land animal in north america and forms large herds for protection.,1,I'm 100% certain that,The bison is the heaviest land animal in north america and forms large herds for protection.
3128,I'm 100% certain that the alpaca has a diet of herbivore.,1,I'm 100% certain that,The alpaca has a diet of herbivore.
3129,I'm 100% certain that the armadillo can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,0,I'm 100% certain that,The armadillo can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.
3130,I'm 100% certain that there are no specific human uses for aardvark.,1,I'm 100% certain that,There are no specific human uses for aardvark.
3131,I'm 100% certain that the hummingbird has a diet of omnivore.,0,I'm 100% certain that,The hummingbird has a diet of omnivore.
3132,"I'm 100% certain that human uses for lobster include food, research.",1,I'm 100% certain that,"Human uses for lobster include food, research."
3133,I'm 100% certain that the camel has a diet of herbivore.,1,I'm 100% certain that,The camel has a diet of herbivore.
3134,I'm 100% certain that the zebra has a diet of herbivore.,1,I'm 100% certain that,The zebra has a diet of herbivore.
3135,I'm 100% certain that the beaver has a habitat of freshwater.,1,I'm 100% certain that,The beaver has a habitat of freshwater.
3136,I'm 100% certain that the elephant has a diet of carnivore.,0,I'm 100% certain that,The elephant has a diet of carnivore.
3137,I'm 100% certain that the gorilla has a habitat of forest.,1,I'm 100% certain that,The gorilla has a habitat of forest.
3138,I'm 100% certain that the seagull has a habitat of grassland.,0,I'm 100% certain that,The seagull has a habitat of grassland.
3139,I'm 100% certain that the horse uses walking for locomotion.,1,I'm 100% certain that,The horse uses walking for locomotion.
3140,I'm 100% certain that the crocodile has a habitat of various.,0,I'm 100% certain that,The crocodile has a habitat of various.
3141,I'm 100% certain that the elephant has distinctive orange and black stripes and is an apex predator.,0,I'm 100% certain that,The elephant has distinctive orange and black stripes and is an apex predator.
3142,I'm 100% certain that the panda has a diet of carnivore.,0,I'm 100% certain that,The panda has a diet of carnivore.
3143,I'm 100% certain that the dog has a diet of carnivore.,0,I'm 100% certain that,The dog has a diet of carnivore.
3144,I'm 100% certain that the sea turtle is a reptile.,1,I'm 100% certain that,The sea turtle is a reptile.
3145,"I'm 100% certain that the cow is the largest animal on earth, with some species using baleen plates to filter food from water.",0,I'm 100% certain that,"The cow is the largest animal on earth, with some species using baleen plates to filter food from water."
3146,I'm 100% certain that the cheetah has a diet of varies.,0,I'm 100% certain that,The cheetah has a diet of varies.
3147,I'm 100% certain that the tuna has a habitat of marine.,1,I'm 100% certain that,The tuna has a habitat of marine.
3148,I'm 100% certain that the dog uses walking for locomotion.,1,I'm 100% certain that,The dog uses walking for locomotion.
3149,I'm 100% certain that there are no specific human uses for vulture.,1,I'm 100% certain that,There are no specific human uses for vulture.
3150,I'm 100% certain that the platypus has the atomic number of bird.,0,I'm 100% certain that,The platypus has the atomic number of bird.
3151,"I'm 100% certain that human uses for camel include transportation, meat, milk, wool.",1,I'm 100% certain that,"Human uses for camel include transportation, meat, milk, wool."
3152,"I'm 100% certain that human uses for manta ray include pets, meat, fur.",0,I'm 100% certain that,"Human uses for manta ray include pets, meat, fur."
3153,I'm 100% certain that the goldfish has a habitat of farmland/domestic.,0,I'm 100% certain that,The goldfish has a habitat of farmland/domestic.
3154,I'm 100% certain that the chimpanzee uses walking for locomotion.,1,I'm 100% certain that,The chimpanzee uses walking for locomotion.
3155,I'm 100% certain that there are no specific human uses for snake.,0,I'm 100% certain that,There are no specific human uses for snake.
3156,I'm 100% certain that the pigeon has a habitat of urban/old-world habitats.,1,I'm 100% certain that,The pigeon has a habitat of urban/old-world habitats.
3157,I'm 100% certain that the goldfish uses knuckle-walking for locomotion.,0,I'm 100% certain that,The goldfish uses knuckle-walking for locomotion.
3158,"I'm 100% certain that the bison is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0,I'm 100% certain that,"The bison is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw."
3159,"I'm 100% certain that human uses for goat include pets, research, pest control.",0,I'm 100% certain that,"Human uses for goat include pets, research, pest control."
3160,I'm 100% certain that the sea turtle has a habitat of polar.,0,I'm 100% certain that,The sea turtle has a habitat of polar.
3161,"I'm 100% certain that the rabbit has a hard, bony armor for protection and can curl into a ball to defend itself.",0,I'm 100% certain that,"The rabbit has a hard, bony armor for protection and can curl into a ball to defend itself."
3162,I'm 100% certain that the manta ray has a diet of carnivore.,1,I'm 100% certain that,The manta ray has a diet of carnivore.
3163,I'm 100% certain that there are no specific human uses for crocodile.,1,I'm 100% certain that,There are no specific human uses for crocodile.
3164,I'm 100% certain that the bee uses flying for locomotion.,1,I'm 100% certain that,The bee uses flying for locomotion.
3165,I'm 100% certain that the armadillo has a habitat of various.,1,I'm 100% certain that,The armadillo has a habitat of various.
3166,I'm 100% certain that the ostrich has a diet of herbivore.,1,I'm 100% certain that,The ostrich has a diet of herbivore.
3167,I'm 100% certain that the narwhal uses swimming for locomotion.,1,I'm 100% certain that,The narwhal uses swimming for locomotion.
3168,I'm 100% certain that the bee has a diet of nectar.,1,I'm 100% certain that,The bee has a diet of nectar.
3169,I'm 100% certain that human uses for chicken include food.,0,I'm 100% certain that,Human uses for chicken include food.
3170,I'm 100% certain that the moose has the atomic number of bird.,0,I'm 100% certain that,The moose has the atomic number of bird.
3171,"I'm 100% certain that human uses for alpaca include wool, meat, pets.",1,I'm 100% certain that,"Human uses for alpaca include wool, meat, pets."
3172,I'm 100% certain that the koala primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,1,I'm 100% certain that,The koala primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.
3173,I'm 100% certain that the kangaroo has the atomic number of crustacean.,0,I'm 100% certain that,The kangaroo has the atomic number of crustacean.
3174,"I'm 100% certain that human uses for llama include pets, transport, wool.",1,I'm 100% certain that,"Human uses for llama include pets, transport, wool."
3175,I'm 100% certain that the parrot uses swimming for locomotion.,0,I'm 100% certain that,The parrot uses swimming for locomotion.
3176,I'm 100% certain that the cow has a diet of  carnivore.,0,I'm 100% certain that,The cow has a diet of  carnivore.
3177,I'm 100% certain that the camel has the atomic number of amphibian.,0,I'm 100% certain that,The camel has the atomic number of amphibian.
3178,"I'm 100% certain that human uses for tuna include tourism, research.",0,I'm 100% certain that,"Human uses for tuna include tourism, research."
3179,I'm 100% certain that the cow has a diet of herbivore.,1,I'm 100% certain that,The cow has a diet of herbivore.
